seq,level_1_category,level_2_category,upc,price
193,00000001,00000103,0404442879185,1410.15
194,00000001,00000103,1366587051866,32.25
195,00000001,00000103,1228184893037,489.55
196,00000001,00000103,0271100271472,937.51
197,00000001,00000103,0662128548583,818.28
198,00000001,00000103,1240891150142,16.27
199,00000001,00000103,0745386918241,142.58
200,00000001,00000103,0537743497106,963.23
201,00000001,00000103,1160696067141,480.66
202,00000001,00000103,1372266024304,586.73
203,00000001,00000103,0159450678083,743.84
204,00000001,00000103,0768328017932,980.25
205,00000001,00000103,1324180937161,383.67
206,00000001,00000103,0763227886351,1199.30
207,00000001,00000103,0999377452553,1138.50
208,00000001,00000103,0527973066678,1457.38
209,00000001,00000103,0587994844075,579.98
210,00000001,00000103,0236980043236,546.26
211,00000001,00000103,1054593319192,530.74
212,00000001,00000103,1339773550320,302.46
213,00000001,00000103,0375172999934,809.42
214,00000001,00000103,1345022145124,67.20
215,00000001,00000103,0673035569387,1353.38
216,00000001,00000103,0236615354485,1161.34
217,00000001,00000103,1245347505644,1452.41
218,00000001,00000103,0820421949494,1170.33
219,00000001,00000103,0758809098673,1390.74
220,00000001,00000103,0989755105393,503.13
221,00000001,00000103,0495074326963,1245.39
222,00000001,00000103,1053089031891,1405.76
223,00000001,00000103,0981221842726,174.52
224,00000001,00000103,0878223371579,676.34
225,00000001,00000103,1309778978849,620.16
226,00000001,00000103,0946621471679,348.63
227,00000001,00000103,0180198468414,413.51
228,00000001,00000103,0513434045566,1236.00
229,00000001,00000103,0586752982653,1214.20
230,00000001,00000103,0034847579405,1167.29
231,00000001,00000103,0372929975135,123.29
232,00000001,00000104,0947925901909,923.20
233,00000001,00000104,0421412046101,450.11
234,00000001,00000104,1309175111474,240.38
235,00000001,00000104,1053039431252,354.95
236,00000001,00000104,0034201190277,295.98
237,00000001,00000104,0987675041807,1014.35
238,00000001,00000104,0465194678921,1302.25
239,00000001,00000104,0819134880903,555.91
240,00000001,00000104,0944577852344,46.59
241,00000001,00000104,0272273965885,1189.47
242,00000001,00000104,0501078317439,425.30
243,00000001,00000104,0887847747097,1443.67
244,00000001,00000104,1179727868282,95.26
245,00000001,00000104,0039303972035,818.27
246,00000001,00000104,0868573273449,610.28
247,00000001,00000104,0757298597629,188.21
248,00000001,00000104,0225183521078,1061.81
249,00000001,00000104,1034319044751,1167.55
250,00000001,00000104,0802322633245,367.54
251,00000001,00000104,0092578113626,696.20
252,00000001,00000104,0791986626062,108.61
253,00000001,00000104,1219800961957,857.13
254,00000001,00000104,0276693801280,895.90
255,00000001,00000104,1301711224570,1118.67
256,00000001,00000104,0168817952254,500.37
257,00000001,00000104,0520383479373,1413.51
258,00000001,00000104,1306063588578,453.86
259,00000001,00000104,0417031182467,1279.33
260,00000001,00000104,0423293751570,416.72
261,00000001,00000104,1248012854047,220.30
262,00000001,00000104,0239872985041,1031.56
263,00000001,00000104,0716170307244,761.98
264,00000001,00000104,0309160587414,696.91
265,00000001,00000104,0042227557936,971.80
266,00000001,00000104,1141689286336,243.81
267,00000001,00000104,1234279867272,47.80
268,00000001,00000104,0254535530734,426.56
269,00000001,00000104,0583083342934,905.63
270,00000001,00000104,0334079545125,804.45
271,00000001,00000104,0012542793630,1014.37
272,00000001,00000104,0051801860720,221.68
273,00000001,00000104,1174315443025,208.52
274,00000001,00000104,0929546846845,535.30
275,00000001,00000104,0358229065448,420.54
276,00000001,00000104,0153661543802,804.74
277,00000001,00000104,1293197405997,1411.38
278,00000001,00000104,0944378047673,312.54
279,00000001,00000104,0802003775547,435.53
280,00000001,00000104,0474816354105,738.76
281,00000001,00000104,0930136229405,1269.92
282,00000001,00000104,0674351973360,82.12
283,00000001,00000104,0316252021756,1367.57
284,00000001,00000104,0537277914100,1433.52
285,00000001,00000104,0726903222058,761.73
286,00000001,00000104,1129287241827,281.36
287,00000001,00000104,0075773899618,909.70
288,00000001,00000104,1368272672011,228.16
289,00000001,00000105,1268076365112,1214.27
290,00000001,00000105,0738129566298,1107.94
291,00000001,00000105,0844010187418,743.64
292,00000001,00000105,1191800115205,1445.85
293,00000001,00000105,0165492846427,823.92
294,00000001,00000105,0915608077432,742.41
295,00000001,00000105,0263140608332,223.50
296,00000001,00000105,0880994685571,1308.88
297,00000001,00000105,0182847720928,1221.80
298,00000001,00000105,0292970705461,830.53
299,00000001,00000105,0981405267642,1148.57
300,00000001,00000105,1381169644601,1120.87
301,00000001,00000105,0893222337678,380.49
302,00000001,00000105,1261151711507,240.11
303,00000001,00000105,0671815483465,19.71
304,00000001,00000105,0146732607718,1055.13
305,00000001,00000105,0530531040928,197.80
306,00000001,00000105,0488822266512,688.70
307,00000001,00000105,0512116570709,1003.48
308,00000001,00000105,0674772547850,1448.94
309,00000001,00000105,1289023708257,1325.77
310,00000001,00000105,0022158615714,1170.67
311,00000001,00000105,0909261533671,288.54
312,00000001,00000105,0053849305614,252.61
313,00000001,00000105,1271182729907,1488.60
314,00000001,00000105,0537643297684,885.91
315,00000001,00000105,1203677986014,632.70
316,00000001,00000105,0314686899521,1041.47
317,00000001,00000105,0297593952438,530.88
318,00000001,00000105,1359432286827,119.17
319,00000001,00000105,1033224421497,557.47
320,00000001,00000105,0013891637354,823.54
321,00000001,00000105,1294925937506,564.66
322,00000001,00000105,0447801068578,1076.67
323,00000001,00000105,0064135701515,184.55
324,00000001,00000105,0391101706008,1478.41
325,00000001,00000105,0998340990252,1009.22
326,00000001,00000105,0944843071684,1192.41
327,00000001,00000105,0072190227482,1059.34
328,00000001,00000105,0111185230974,1107.26
329,00000001,00000105,1392944362795,613.36
330,00000001,00000105,1266715826154,111.56
331,00000001,00000105,0175580716464,438.99
332,00000001,00000105,0807301391970,1382.90
333,00000001,00000105,0347150516341,1338.84
334,00000001,00000105,0353551887744,1011.60
335,00000001,00000105,1138155422107,236.96
336,00000001,00000105,1089359607664,1379.38
337,00000001,00000105,0598496721665,105.00
338,00000001,00000105,0681047735645,1105.93
339,00000001,00000105,1374249841786,302.23
340,00000001,00000105,0179891313497,13.54
341,00000001,00000105,0669405344999,1373.75
342,00000001,00000105,0047510521403,1009.59
343,00000001,00000105,1044195013376,1322.90
344,00000001,00000105,1203687292006,494.95
345,00000001,00000105,1096240034492,272.32
346,00000001,00000105,0761057354750,213.97
347,00000001,00000105,0865980505040,1414.73
348,00000001,00000105,0147219215594,50.84
349,00000001,00000105,0701267027846,95.81
350,00000001,00000105,0794437730820,1249.74
351,00000001,00000105,0957525501850,169.33
352,00000001,00000105,0673926487295,923.93
353,00000001,00000105,0501944793893,867.65
354,00000001,00000105,0919800925270,461.15
355,00000001,00000105,0987509791984,150.74
356,00000001,00000105,1164815555236,913.73
357,00000001,00000105,0624272122361,545.15
358,00000001,00000105,1038267409396,1115.33
359,00000001,00000105,0964830959139,398.71
360,00000001,00000105,0435124281682,392.74
361,00000001,00000105,0873056913064,1319.48
362,00000001,00000105,0890335288699,1321.76
363,00000001,00000105,0621968219411,1200.77
364,00000001,00000105,0942040919990,365.66
365,00000001,00000105,0458714021031,347.68
366,00000001,00000105,0130521376619,759.87
367,00000001,00000105,1331608608190,650.20
368,00000001,00000105,0720110790317,1264.43
369,00000001,00000105,1208382947718,1078.10
370,00000001,00000105,0149615872791,1313.36
371,00000001,00000105,0238713167448,298.50
372,00000001,00000105,0435416244142,98.50
373,00000001,00000105,0080325373072,200.91
374,00000001,00000105,0387847242733,317.32
375,00000001,00000105,0050968243933,167.50
376,00000001,00000105,0935933722142,443.95
377,00000001,00000105,0630984937971,273.73
378,00000001,00000105,0534579151035,177.91
379,00000001,00000106,0054015218066,976.61
380,00000001,00000106,0085817496109,1234.78
381,00000001,00000106,0617247951301,328.80
382,00000001,00000106,0374352771889,1456.41
383,00000001,00000106,1386002570192,686.84
384,00000001,00000106,1123256659194,309.99
385,00000001,00000106,0757725044979,252.70
386,00000001,00000106,0407374265606,831.68
387,00000001,00000106,1232397960790,814.84
388,00000001,00000106,0221179683058,1460.36
389,00000001,00000106,1242687652137,938.37
390,00000001,00000106,1275699857511,755.96
391,00000001,00000106,0918209993897,1439.97
392,00000001,00000106,0421674631329,6.77
393,00000001,00000106,0007756748095,874.99
394,00000001,00000106,0779953757124,1056.42
395,00000001,00000106,0414985376751,379.50
396,00000001,00000106,0854981184088,840.90
397,00000001,00000106,0715495723258,1009.24
398,00000001,00000106,0023509485628,1467.88
399,00000001,00000106,0954963192183,778.60
400,00000001,00000106,0411526556955,681.86
401,00000001,00000106,0964803234959,578.36
402,00000001,00000106,0349673377485,316.37
403,00000001,00000106,0706135979647,1375.39
404,00000001,00000106,0667698576530,1132.24
405,00000001,00000106,0888037718323,743.50
406,00000001,00000106,0618652557560,339.22
407,00000001,00000106,0094558210189,282.67
408,00000001,00000106,1072955081365,1279.80
409,00000001,00000106,0781586778629,1301.65
410,00000001,00000106,0939547857030,826.86
411,00000001,00000106,1264848445358,572.27
412,00000001,00000106,0305457027243,305.79
413,00000001,00000106,1074660074717,707.40
414,00000001,00000106,1377551813366,288.33
415,00000001,00000106,0019577935899,138.40
416,00000001,00000106,0821644382914,326.68
417,00000001,00000106,0117988578732,119.74
418,00000001,00000106,0566314451322,495.68
419,00000001,00000106,0980041953919,920.24
420,00000001,00000106,1131897262260,488.28
421,00000001,00000106,0302512329557,1251.69
422,00000001,00000106,0053771101001,1204.60
423,00000001,00000106,0876741051447,885.32
424,00000001,00000106,0099233011785,465.69
425,00000001,00000106,0902118384785,851.94
426,00000001,00000106,1057124915610,995.72
427,00000001,00000106,1351136204145,917.35
428,00000001,00000106,0291680860361,60.65
429,00000001,00000106,0135311344045,578.70
430,00000001,00000106,0026115203136,60.21
431,00000001,00000106,0219728912131,323.65
432,00000001,00000106,1130504130510,949.60
433,00000001,00000106,0605116212790,1048.70
434,00000001,00000106,0596960099647,831.00
435,00000001,00000106,0746931942056,57.46
436,00000001,00000106,0833288182379,1327.26
437,00000001,00000106,0008247621262,418.95
438,00000001,00000106,1324368720868,679.66
439,00000001,00000106,0104711545987,1040.94
440,00000001,00000106,0624659692166,324.68
441,00000001,00000106,0831957511536,382.52
442,00000001,00000106,0255716804149,848.29
443,00000001,00000106,1080497704420,284.82
444,00000001,00000106,0253110762171,658.69
445,00000001,00000106,0247808089473,1041.60
446,00000001,00000106,0643754066290,366.40
447,00000001,00000106,0041240972467,1308.53
448,00000001,00000106,1095720696656,587.10
449,00000001,00000106,0653920069222,346.50
450,00000001,00000106,1007290935998,775.20
451,00000001,00000106,0258696111023,136.16
452,00000001,00000106,0143394281706,593.83
453,00000001,00000106,0239105428741,1196.79
454,00000001,00000106,1221803915004,510.76
455,00000001,00000106,0072237164718,65.84
456,00000001,00000106,0112068857196,170.55
457,00000001,00000106,0769128596696,580.97
458,00000001,00000106,0076677589117,876.28
459,00000001,00000106,1211495414770,904.15
460,00000001,00000106,0285247745543,889.50
461,00000001,00000106,0262430890044,280.17
462,00000001,00000106,0695395696954,462.21
463,00000001,00000106,1141516995226,180.78
464,00000001,00000106,0325061161102,87.68
465,00000001,00000106,0499786030033,1029.31
466,00000001,00000106,0654967480667,1093.20
467,00000001,00000106,0021476315160,1496.11
468,00000001,00000106,0565431766678,1353.27
469,00000001,00000106,0671610214059,675.62
470,00000001,00000106,0029314415423,65.85
471,00000001,00000106,0959365762293,1297.54
472,00000001,00000106,0699273244053,742.34
473,00000001,00000106,0746410367592,1010.59
474,00000001,00000106,0014226950957,1460.90
475,00000001,00000106,1017584998059,243.40
476,00000001,00000106,0532822462051,82.40
477,00000001,00000106,1192835406368,825.70
478,00000001,00000107,1301292367864,1059.74
479,00000001,00000107,1147016044525,1016.63
480,00000001,00000107,1287383011260,134.90
481,00000001,00000107,0563149637907,197.20
482,00000001,00000107,1379121866932,226.42
483,00000001,00000107,1354560145572,422.76
484,00000001,00000107,0972154978323,53.68
485,00000001,00000107,0147436561405,111.22
486,00000001,00000107,0183111615834,162.28
487,00000001,00000107,0707766426906,1321.69
488,00000001,00000107,1327703124758,726.49
489,00000001,00000107,0225742005520,1291.62
490,00000001,00000107,1108287402629,968.55
491,00000001,00000107,0118420369192,324.85
492,00000001,00000107,0774860944315,1067.17
493,00000001,00000107,0453544014888,614.10
494,00000001,00000107,0626485155587,294.94
495,00000001,00000107,0715943975123,1286.60
496,00000001,00000107,1254447002557,883.82
497,00000001,00000107,0951981914759,877.50
498,00000001,00000107,1250689923056,376.46
499,00000001,00000107,1329140269900,919.31
500,00000001,00000107,1210828752725,1346.61
501,00000001,00000107,0566269119810,469.59
502,00000001,00000107,1267407775262,261.42
503,00000001,00000107,0005096803887,898.27
504,00000001,00000107,0371078518491,1330.50
505,00000001,00000107,0784691210725,1165.84
506,00000001,00000107,0227265239987,582.10
507,00000001,00000107,0223390013508,1168.58
508,00000001,00000107,1104016479184,235.00
509,00000001,00000107,0906543285877,1213.41
510,00000001,00000107,1172486248272,998.10
511,00000001,00000107,0995530799589,1167.31
512,00000001,00000107,0185014267592,1447.60
513,00000001,00000107,0546910007215,1230.19
514,00000001,00000107,0693964657955,33.19
515,00000001,00000107,1219145283127,1290.86
516,00000001,00000107,0891978261964,704.59
517,00000001,00000107,0485236798028,515.66
518,00000001,00000107,0256789277663,597.84
519,00000001,00000107,0748049803076,319.88
520,00000001,00000107,0098781706419,1062.55
521,00000001,00000107,1345637198669,1292.89
522,00000001,00000107,0853253421043,795.55
523,00000001,00000107,1310882592845,185.51
524,00000001,00000107,0212540500951,232.73
525,00000001,00000107,0721682451521,394.30
526,00000001,00000107,0263694422002,706.69
527,00000001,00000107,0463078671716,1309.51
528,00000001,00000107,1129571719261,635.44
529,00000001,00000107,1399099760568,372.16
530,00000001,00000107,1349989044124,262.80
531,00000001,00000107,0555242580433,526.35
532,00000001,00000107,1117687916247,322.47
533,00000001,00000108,0657536414803,285.74
534,00000001,00000108,1253926363868,452.00
535,00000001,00000108,0943924139510,1356.40
536,00000001,00000108,0187205414235,1208.12
537,00000001,00000108,0322515356381,474.67
538,00000001,00000108,0207270798921,1388.57
539,00000001,00000108,0025704126009,5.32
540,00000001,00000108,0176165994895,1167.19
541,00000001,00000108,0175497763841,1153.47
542,00000001,00000108,1104078704309,418.68
543,00000001,00000108,0318485996504,894.50
544,00000001,00000108,1121203030911,554.50
545,00000001,00000108,0657671046853,1033.50
546,00000001,00000108,1141455915040,832.68
547,00000001,00000108,0523856012428,1270.97
548,00000001,00000108,0919123991419,802.32
549,00000001,00000108,0699279143428,664.60
550,00000001,00000108,0244770764810,576.00
551,00000001,00000108,0979783086542,1312.69
552,00000001,00000108,0147845342770,691.81
553,00000001,00000108,0528108369145,421.52
554,00000001,00000108,0747027217713,777.41
555,00000001,00000108,1051877838172,1171.54
556,00000001,00000108,0293651486006,231.49
557,00000001,00000108,0440147648312,47.49
558,00000001,00000108,0309624037561,1271.94
559,00000001,00000108,0274885751337,794.58
560,00000001,00000108,0487441604200,1383.56
561,00000001,00000108,1048836811390,714.16
562,00000001,00000108,1040260836901,156.51
563,00000001,00000108,0511934960037,206.54
564,00000001,00000108,0240373075315,663.64
565,00000001,00000108,1302639264624,753.58
566,00000001,00000108,0043728356417,233.37
567,00000001,00000108,0042511501836,137.67
568,00000001,00000108,0914260416283,1022.83
569,00000001,00000108,0080340989227,887.50
570,00000001,00000108,1139286471200,803.90
571,00000001,00000108,0958357379488,489.73
572,00000001,00000108,0693651040343,1107.88
573,00000001,00000108,0546407594846,18.30
574,00000001,00000108,0987515936881,212.59
575,00000001,00000108,0611745611194,1074.66
576,00000001,00000108,0371761168668,1420.26
577,00000001,00000108,0481802158265,1163.20
578,00000001,00000108,0507676289284,1222.29
579,00000001,00000108,0524932208865,513.90
580,00000001,00000108,1052107535915,1474.36
581,00000001,00000108,0300976352968,406.29
582,00000001,00000108,0916823484135,816.00
583,00000001,00000108,0100856357546,927.11
584,00000001,00000108,1097494895570,782.16
585,00000001,00000108,0925292771387,1015.96
586,00000001,00000108,0745503725653,517.69
587,00000001,00000108,1161206003253,633.76
588,00000001,00000108,1016008808820,48.54
589,00000001,00000108,1210264736877,1085.75
590,00000001,00000108,0098476407003,1462.17
591,00000001,00000109,0852132333071,1280.11
592,00000001,00000109,0907439124249,455.38
593,00000001,00000109,0465967776717,741.40
594,00000001,00000109,1267494587465,1480.19
595,00000001,00000109,0630403002983,97.30
596,00000001,00000109,0080417334714,610.61
597,00000001,00000109,0194567971887,1341.63
598,00000001,00000109,0932673744038,1350.80
599,00000001,00000109,0841764213844,1310.22
600,00000001,00000109,0114553174726,948.00
601,00000001,00000109,0394480537515,468.93
602,00000001,00000109,0400100373590,789.63
603,00000001,00000109,0671954778057,1185.90
604,00000001,00000109,0522956938829,145.83
605,00000001,00000109,0841009965729,931.93
606,00000001,00000109,1012298941070,79.28
607,00000001,00000109,0439011536527,157.19
608,00000001,00000109,1382752910684,1308.90
609,00000001,00000109,0711826371259,1120.41
610,00000001,00000109,0386369005253,1017.10
611,00000001,00000109,0535584792206,1387.25
612,00000001,00000109,1286356397790,852.73
613,00000001,00000109,0573484618059,507.42
614,00000001,00000109,0032947035814,428.99
615,00000001,00000109,0284803449826,1369.50
616,00000001,00000109,1125928108870,1193.11
617,00000001,00000109,0686791094420,537.60
618,00000001,00000109,0028249533417,116.86
619,00000001,00000109,0129933489178,57.53
620,00000001,00000109,0010025329574,1144.51
621,00000001,00000109,1086634093105,503.89
622,00000001,00000109,0199773343343,585.70
623,00000001,00000109,0252614167918,1250.97
624,00000001,00000109,0796759262652,266.12
625,00000001,00000109,0838073125708,737.19
626,00000001,00000109,1116866426911,309.54
627,00000001,00000109,0829616011176,533.61
628,00000001,00000109,1053081844949,1460.80
629,00000001,00000109,0175585064942,16.69
630,00000001,00000109,0107593034914,548.31
631,00000001,00000109,0452780296713,903.77
632,00000001,00000109,0649009654106,520.46
633,00000001,00000109,1294861666171,781.27
634,00000001,00000109,1139608582225,20.27
635,00000001,00000109,0173017849518,144.83
636,00000001,00000109,0372584330614,995.70
637,00000001,00000109,0624187488583,1250.51
638,00000001,00000109,1134273689897,140.64
639,00000001,00000109,0865206872505,428.71
640,00000001,00000109,0961019463159,899.43
641,00000001,00000109,0359632417251,1432.54
642,00000001,00000109,1185674781796,391.87
643,00000001,00000109,0421783293944,517.49
644,00000001,00000109,0822260840345,1389.92
645,00000001,00000109,0877314592114,1381.59
646,00000001,00000109,0122589144873,327.16
647,00000001,00000109,1261847491089,231.48
648,00000001,00000109,0660911960604,670.47
649,00000001,00000109,1055034225621,1180.51
650,00000001,00000109,1237986707671,789.73
651,00000001,00000109,0909497301334,233.97
652,00000001,00000109,0853028356716,118.46
653,00000001,00000109,0137308125163,343.67
654,00000001,00000109,0719190596247,1280.51
655,00000001,00000109,0898140529518,138.97
656,00000001,00000109,1041394135489,878.48
657,00000001,00000109,0860679844349,1292.29
658,00000001,00000109,0506421338888,761.70
659,00000001,00000109,0632245720117,97.82
660,00000001,00000109,0951467094968,922.94
661,00000001,00000109,0611707855833,1027.98
662,00000001,00000109,0060561849760,1198.30
663,00000001,00000109,1385748237956,1070.00
664,00000001,00000109,1239795438166,529.70
665,00000001,00000109,1313491096803,585.79
666,00000001,00000109,0965117030817,528.18
667,00000001,00000109,0774157085264,999.16
668,00000001,00000109,0222179973903,375.71
669,00000001,00000109,0597277661282,1387.49
670,00000001,00000109,0897123871712,1236.86
671,00000001,00000109,1067222184733,1477.00
672,00000001,00000109,0996608537201,1038.33
673,00000001,00000109,0983339752645,559.40
674,00000001,00000109,0100308703082,398.30
675,00000001,00000109,0752172412470,520.18
676,00000001,00000109,0561601063394,259.92
677,00000001,00000109,0955537998996,611.12
678,00000001,00000109,0689515160401,785.53
679,00000001,00000109,0744341657751,879.74
680,00000001,00000109,0552287957596,1057.88
681,00000001,00000109,0170447959039,723.17
682,00000001,00000109,0006091207717,378.30
683,00000001,00000109,0939689525224,1204.49
684,00000001,00000109,1163881534626,554.79
685,00000001,00000109,0882815763208,1434.74
686,00000001,00000109,0898012522180,391.91
